subject_id,ankle,arm-length,bicep,calf,chest,forearm,height,hip,leg-length,shoulder-breadth,shoulder-to-crotch,thigh,waist,wrist
0PghUpgAgKJiVgHZpWydh6WqIYKYTlzV-5QR7eSR318,21.77333641052246,45.142459869384766,25.588623046875,32.98347854614258,85.88672637939453,21.981809616088867,157.48838806152344,89.68531799316406,72.31201171875,31.20779228210449,55.746341705322266,46.05998229980469,72.43788146972656,14.523147583007812
0QW7SNzqmRooRGXql2nRJG5HmfgDtvxaxDcovjh9DRQ,23.12195205688477,47.71757888793945,27.69164276123047,36.39712905883789,85.08468627929688,23.563514709472656,165.29489135742188,100.69447326660156,76.83104705810547,31.61387252807617,59.997318267822266,52.05490112304688,76.60395050048828,15.654763221740724
0RRTDLueddykSM_-MbQYeCfx43VR1uf19kN8n6L7sJA,22.359691619873047,46.87937927246094,33.30122756958008,35.57838821411133,114.84844970703124,25.25346946716309,165.5545196533203,106.57933807373048,75.19869995117188,33.3183708190918,63.20112228393555,57.0789680480957,100.17544555664062,15.805895805358888
0ix2B0qPwwgPAyBJM88yn6Wkhl6oLxhlUGOkN8jpt9c,21.690732955932617,41.974891662597656,28.804039001464844,34.199302673339844,87.25470733642578,23.022777557373047,149.0418701171875,94.16708374023438,65.35672760009766,31.211349487304688,55.351295471191406,52.84178924560547,74.2178726196289,14.346322059631348
1AJevVtpMGE2aHjT-G-uV1tCgLvUtogrEeOXGtYr6lU,21.78165054321289,50.13839340209961,21.33392333984375,32.83538055419922,79.5496597290039,21.48011589050293,168.6397247314453,88.93309020996094,82.1096420288086,29.833681106567383,57.75642395019531,44.74565887451172,66.49908447265625,15.28766918182373
0TB8jga-bvUKDzamFAMxKP2Wi5FZbz4CjoDbaJR5rL0,24.85580062866211,44.224884033203125,29.65568923950196,39.718109130859375,93.6969985961914,25.61432838439941,162.92210388183594,98.0520248413086,72.14405822753906,34.61125946044922,62.60725402832031,54.651329040527344,80.22688293457031,15.882019996643066
17dftzvsFs0G2o7C68pLFPFXDCFUoq3Ly0JItV_LAxE,21.834457397460938,44.90415954589844,26.14285659790039,33.49803924560547,86.39918518066406,23.903568267822266,160.7417755126953,92.91204071044922,71.58486938476562,31.535551071166992,59.606422424316406,47.81537628173828,70.2099838256836,15.168564796447754
2FXVWCFPSgSqnTSjOif2Z8s7GaRfe0GaD9eJfktnGkU,24.5224838256836,45.44686126708984,37.47919845581055,40.53752136230469,117.91885375976562,28.796804428100582,163.6241912841797,115.68265533447266,73.21007537841797,34.70831680297852,61.85999298095703,59.05472183227539,102.89959716796876,18.21899604797364
26gnWpM3ws3ugDnBWRUn014NPtZIw28y1W6lZHSpRk4,24.142162322998047,45.31165313720703,27.45460319519043,37.98824691772461,85.59555053710938,23.804622650146484,167.2351531982422,97.61447143554688,74.90335845947266,33.308345794677734,61.61816787719727,51.595211029052734,73.61280059814453,15.08150863647461
1THGPmtU9KHCGD7ez1tG3OzJ8mhohHH54gB7AHMtZWE,21.91293907165528,45.03219604492188,29.61522102355957,38.28946304321289,93.50924682617188,25.82368278503418,158.90960693359375,102.62230682373048,70.5212631225586,33.48685073852539,60.33341979980469,52.43187713623047,86.88711547851562,15.548578262329102
3lqFXTxm9s3cltziV-MU0Ru7SIFr1crgfkpYlty3_8o,23.64725112915039,46.91213607788086,28.125293731689453,35.96686935424805,106.78352355957033,26.735332489013672,160.23094177246094,101.3183135986328,74.26028442382812,33.8056526184082,57.62715911865234,51.2707405090332,90.3343734741211,17.665124893188477
