subject_id,ankle,arm-length,bicep,calf,chest,forearm,height,hip,leg-length,shoulder-breadth,shoulder-to-crotch,thigh,waist,wrist
-JtWlHEvrLPWagPaAhm0eQ_UKMSg8By1yoe-SkdrKSs,22.73997477122716,46.19904123033796,26.39884213038853,35.11439595903669,97.7441678728376,23.393059049333846,161.3834718976702,98.0668558393206,72.13539096287319,34.74968269893101,59.79029178619385,52.04252651759556,80.64759526933942,15.284669228962487
59bc275a681516389ccf40e1,23.13017681666783,51.3592905317034,38.39021537417457,37.20325415475028,134.9065893264044,28.422563280378068,175.9433099655878,132.08888244628906,84.54405684698196,37.61085637410482,65.51759955996559,70.10484531947544,118.41283562069847,17.131569090343657
59bc275c681516389ccf41b9,25.31557403291975,51.96585587092808,38.02993065970285,40.908588545663015,127.57954488481792,28.610597678593223,176.03356007167272,128.20696476527624,82.10541098458427,37.657730511256624,65.13112122671944,71.40823663984027,113.05596433367047,17.492158344813756
59bc275f681516389ccf42ec,22.22287741161528,44.21394511631557,26.048399425688245,34.73269507998512,84.43068331763858,22.561358497256325,160.42389133998327,95.10333578927175,72.54532877604167,31.2867245447068,59.51681827363514,50.58447683425177,73.50491333007812,15.583094278971354
59bc2760681516389ccf4304,18.998859405517575,42.09636497497559,25.19775390625,33.26693344116211,93.1524429321289,21.594550132751465,148.010009765625,87.64439010620117,66.26359939575195,31.493807315826416,54.52243518829346,48.23238658905029,73.60356330871582,13.526535749435425
59bc2761681516389ccf438a,21.929271574943296,46.81364416307019,28.971729401619204,35.57532894995905,101.45740828975556,25.32084569623393,159.99925527264995,102.03497978948778,73.05806559901083,34.14656706779234,58.691562775642645,55.126583345474735,83.61842543079007,16.367672274189612
59bc2763681516389ccf445b,23.450463189019096,46.34770075480143,28.70550127382632,36.26687282986112,91.63456754331236,24.28294026410138,166.10733992965132,94.34092599374276,74.03203017623336,33.19389357390227,61.974859873453774,52.02706315782335,76.73911963568793,15.850391741152164
59bc2764681516389ccf44a5,23.4678759941688,49.40693004314716,28.969657531151405,38.21886678842398,96.36772595919096,25.81796227968656,168.81479175274188,94.036378126878,77.00369468102089,33.77667192312387,62.93668350806603,49.09605026245117,81.34627268864558,16.876475994403545
59bc2764681516389ccf44b8,25.25221443176269,51.16746520996094,43.165618896484375,42.25622940063477,118.80253601074222,31.95062828063965,176.16387939453125,124.68508911132812,80.83412170410156,37.15875625610352,68.98287963867189,69.14961242675781,108.52571868896484,19.206802368164062
59bc2766681516389ccf4570,21.58945811878551,49.75622974742543,24.950647180730645,33.54850769042969,88.11738031560725,23.004562724720348,168.35964410955256,95.3117342862216,81.28732646595348,32.6599155772816,60.19349601052024,52.60036329789595,78.53556130149148,15.56020147150213
59bc276f681516389ccf48d4,22.53818633339622,46.93665232802882,26.495712222474992,33.83535639444987,90.81800079345705,23.81358932726311,167.17434091279,94.8620069099195,75.47904505874172,33.149922688802086,61.98678138039329,48.3836064194188,76.19794787782611,15.744419907078598
5a1c4633e7cb790004827642,21.11101722717285,45.2601432800293,24.182870864868164,34.747726440429695,84.38479614257812,22.437095642089844,157.56373596191406,90.03389739990234,71.17322540283203,31.505733489990234,57.52117919921875,47.44728469848633,69.50443267822266,14.132112503051758
6JfuBS-duD_BLzV6gxsQjcPc7gv6mgQBTuNzdnp6gfA,25.101114749908447,46.00689247676304,36.018396513802664,43.545895031520296,116.80366270882745,28.71763038635254,164.6748390197754,112.64590563092914,73.58409799848285,35.211478914533345,61.317353521074565,65.26550647190639,99.61196190970284,17.855138846806117
6PTzEsHtIS7BmBGKDa9YNJNB__vpQwsxFrKi3EF_d2Q,21.4978940425775,51.84791056315104,22.74645233154297,31.98250080988957,81.7645259759365,22.19691002674592,176.53240497295673,88.14900950896434,85.91909653101212,32.2844001574394,60.80210045056465,45.55023036858975,68.60217813345102,14.423040634546524
6Xz1aGZP_g084xrBEy0UYJjzozZhj3G1wx_cFS9q-UM,23.00340909543245,47.44310196586277,31.879530699356746,36.91329790198285,112.22760076108186,25.11063360131305,167.30829388162363,115.56357342263928,77.49918398649797,33.80503944728685,62.64660428917927,55.56568195508874,104.13230431598166,15.836909791697629
6xSAqvQy_Z-Us1pkj_VDz5A-AZaIveMqaVDT-zuO-nE,23.229475021362305,48.040489196777344,27.33776092529297,34.20138168334961,91.72704315185548,23.53310203552246,169.6326904296875,103.0334930419922,78.59382629394531,34.797924041748054,61.92856597900391,53.62362670898438,85.42405700683594,14.969315528869627
7Grk1NNK3XYiCjt1lfobViSPIzrXCiOADVp7vvhCa_k,22.717173894246415,42.70625661214193,30.41869913736979,35.73214518229167,110.90323994954429,25.701096979777024,156.97916564941406,102.24608459472655,68.71905466715495,34.288596089680986,59.4697380065918,54.252490234375,98.420974222819,15.36235631306966
95mZGlSSMrgK7GkSX_xfx_jAMlgsojYhlbOIhxdGoVE,22.500428676605225,52.1617374420166,27.843544960021973,34.48959255218506,100.50688362121582,26.04114055633545,168.81137466430664,100.3785915374756,81.66708564758301,34.689659118652344,59.4821195602417,53.76916980743408,81.50304412841797,16.724834442138672
9T0rg9AnasRkTw_sUPRRI-9rcZNFxv71DT1dMqY8UGA,23.05315802647517,46.826292478121246,32.77848008962778,39.61424842247596,98.0469260582557,26.484315945551945,162.83688471867487,109.82260748056264,74.78288855919472,34.28641084524301,59.86740552462064,60.82517447838416,85.89048649714543,16.40879014822153
Ajn0E-3juN47I6dkxaN3TiP_VVDioqI5OEBdFop48tI,24.16443519592285,46.48722114562988,28.158482933044432,40.242387008667,98.33932571411133,25.460982894897462,166.74480590820312,96.17027282714844,74.19152755737305,34.4576171875,62.6844898223877,53.77231712341309,77.3151138305664,16.138604736328126
